"POPCTRRAuid","POPCTRRAdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","XPRuid","CMAuid"
"0749","2021S05100749","Shaunavon","4","2",1769,918,794,1699,1699,912,748,"1.7346","0","0","0","47",,
"0750","2021S05100750","Shawinigan","1","3",38930,21798,20127,38211,38695,21437,19639,"31.7695","1","0","0","24",,"444"
"0752","2021S05100752","Shawville","4","2",1329,624,578,1203,1203,554,517,"1.8893","0","0","0","24",,
"0753","2021S05100753","Shediac","4","2",8563,4579,3927,7184,7712,4322,3442,"14.0583","1","0","0","13",,
"0754","2021S05100754","Shelburne","4","2",1439,821,708,1330,1483,792,708,"2.6019","1","0","0","12",,
"0755","2021S05100755","Shelburne","4","2",8989,3147,3023,8126,8126,2825,2787,"5.7086","0","0","0","35",,
"0756","2021S05100756","Shellbrook","4","2",1330,626,594,1277,1277,619,582,"1.4085","0","0","0","47",,
"0758","2021S05100758","Sherbrooke","1","4",151157,77092,72074,139565,140300,71870,65508,"102.6081","1","0","0","24",,"433"
"0759","2021S05100759","Shilo CFB-BFC","4","2",1362,640,545,1419,1419,612,545,"1.2487","0","0","0","46",,
"0760","2021S05100760","Shippagan","4","2",2189,1043,979,2130,2130,1013,908,"2.8378","0","0","0","13",,
"0762","2021S05100762","Simcoe","1","2",16121,7406,7118,13922,14649,6763,6512,"16.5008","1","0","0","35",,"547"
"0763","2021S05100763","Sioux Lookout","4","2",3781,1724,1554,2941,2941,1264,1143,"6.3203","0","0","0","35",,
"0764","2021S05100764","Slave Lake","4","2",6542,2575,2312,6155,6155,2557,2140,"6.6252","0","0","0","48",,
"0765","2021S05100765","Smithers","4","2",5316,2375,2282,5351,5351,2371,2274,"10.4645","0","0","0","59",,
"0766","2021S05100766","Smiths Falls","4","2",9517,4629,4411,8885,9068,4498,4176,"6.7074","1","0","0","35",,
"0767","2021S05100767","Smithville","4","2",6456,2378,2339,5489,5724,2086,2080,"6.1122","1","0","0","35",,
"0770","2021S05100770","Sorel","1","3",36650,18639,17887,36088,36365,18269,17340,"30.6063","1","0","0","24",,"454"
"0771","2021S05100771","Souris","4","2",1935,938,850,1876,1900,878,834,"2.5045","1","0","0","46",,
"0776","2021S05100776","Sparwood","4","2",3990,2101,1747,3490,3646,2072,1600,"8.6087","1","0","0","59",,
"0778","2021S05100778","Springdale","4","2",2182,1081,980,2080,2178,991,941,"3.7646","1","0","0","10",,
"0779","2021S05100779","Springhill","4","2",2654,1361,1235,2743,2743,1427,1257,"4.842","0","0","0","12",,
"0780","2021S05100780","Spruce Grove","6","3",39348,15518,15009,36135,36279,14087,13469,"29.7558","1","0","0","48",,"835"
"0781","2021S05100781","Squamish","1","2",22221,9288,8623,17587,18902,7325,7025,"22.1061","1","0","0","59",,"934"
"0784","2021S05100784","Saint Andrews","4","2",1715,920,789,1501,1511,848,690,"2.5504","1","0","0","13",,
"0786","2021S05100786","St. Anthony","4","2",1986,943,842,2049,2049,940,832,"4.5243","0","0","0","10",,
"0788","2021S05100788","St. Catharines - Niagara Falls","1","4",242460,106697,101120,229246,229776,101682,96235,"140.5936","1","0","0","35",,"539"
"0792","2021S05100792","St. John's","1","4",185565,86189,79537,178427,181955,82786,76017,"178.0024","1","0","0","10",,"001"
"0795","2021S05100795","St. Marys","4","2",7271,3158,3072,6951,7137,3031,2967,"10.0937","1","0","0","35",,
"0796","2021S05100796","St. Paul","4","2",5685,2390,2214,5728,5728,2336,2206,"5.0286","0","0","0","48",,
"0797","2021S05100797","Saint-Quentin","4","2",2141,1015,976,2194,2194,989,965,"4.242","0","0","0","13",,
"0798","2021S05100798","St. Stephen","4","2",3389,1752,1598,3233,3233,1684,1495,"3.5738","0","0","0","13",,
"0799","2021S05100799","St. Thomas","6","3",45732,19671,19123,41813,41834,18165,17631,"28.1049","1","0","0","35",,"555"
"0800","2021S05100800","Saint-Agapit","4","2",3168,1399,1359,2906,2977,1297,1260,"2.2563","1","0","0","24",,
"0801","2021S05100801","Saint-Alexis-des-Monts","4","2",1503,868,787,1546,1546,852,766,"3.3683","0","0","0","24",,
"0802","2021S05100802","Saint-Ambroise","4","2",1651,723,700,1678,1678,717,698,"0.8944","0","0","0","24",,
"0803","2021S05100803","Saint-André-Avellin","4","2",1642,813,777,1903,1903,841,803,"2.3842","0","0","0","24",,
"0805","2021S05100805","Saint-Anselme","4","2",2729,1219,1166,2541,2688,1162,1122,"3.3517","1","0","0","24",,
"0807","2021S05100807","Saint-Basile-Sud","4","2",1444,715,683,1387,1387,670,645,"1.9369","0","0","0","24",,
"0811","2021S05100811","Saint-Césaire","4","2",3869,1769,1699,3815,3815,1691,1663,"2.3488","0","0","0","24",,
"0815","2021S05100815","Saint-Damase","4","2",1139,504,491,1138,1138,490,482,"1.9886","0","0","0","24",,
"0816","2021S05100816","Saint-Damien-de-Buckland","4","2",1206,616,598,1203,1203,607,582,"1.5606","0","0","0","24",,
"0819","2021S05100819","Saint-Donat-de-Montcalm","4","2",1512,1057,792,1213,1479,1056,747,"3.2565","1","0","0","24",,
"0822","2021S05100822","Saint-Fabien","4","2",1067,526,499,1145,1145,530,512,"1.5284","0","0","0","24",,
"0823","2021S05100823","Saint-Félicien","4","2",6751,3419,3222,7096,7096,3364,3197,"8.5822","0","0","0","24",,
"0824","2021S05100824","Saint-Félix-de-Valois","4","2",3544,1629,1584,2978,2978,1344,1281,"4.0722","0","0","0","24",,
"0825","2021S05100825","Saint-Gabriel","4","2",3068,1653,1505,2664,2895,1645,1398,"3.5402","1","0","0","24",,
"0826","2021S05100826","Saint-Gédéon","4","2",1439,673,641,1542,1542,666,631,"2.4167","0","0","0","24",,
"0828","2021S05100828","Saint-Georges","1","2",27402,13743,13176,26921,27103,12872,12492,"27.0947","1","0","0","24",,"428"
"0830","2021S05100830","Saint-Germain-de-Grantham","2","2",3436,1435,1407,3485,3485,1411,1377,"2.6601","0","0","0","24",,"447"
"0831","2021S05100831","Saint-Henri-de-Lévis","2","2",1761,794,777,1735,1735,763,740,"0.946","0","0","0","24",,"421"
"0832","2021S05100832","Saint-Honoré","2","2",2394,975,957,2265,2265,863,854,"1.9938","0","0","0","24",,"408"
"0834","2021S05100834","Saint-Hyacinthe","1","3",50616,25081,23974,50032,50104,24583,23089,"30.7954","1","0","0","24",,"452"
"0835","2021S05100835","Saint-Jacques","4","2",2647,1209,1174,2126,2269,997,966,"3.3087","1","0","0","24",,
"0836","2021S05100836","Saint-Jean-sur-Richelieu","6","3",88083,40351,39089,84685,85022,38134,37004,"53.7977","1","0","0","24",,"462"
"0840","2021S05100840","Saint-Jean-Port-Joli","4","2",1381,706,668,1407,1407,713,660,"1.7126","0","0","0","24",,
"0841","2021S05100841","Métabetchouan","4","2",2222,1016,966,2123,2167,1019,960,"2.5178","1","0","0","24",,
"0842","2021S05100842","Saint-Jérôme","6","4",100859,46659,45071,77146,91205,41561,39706,"96.9745","1","0","0","24",,"462"
"0844","2021S05100844","Saint-Joseph-de-Beauce","4","2",3494,1629,1562,3695,3695,1677,1620,"4.3007","0","0","0","24",,
"0846","2021S05100846","Saint-Joseph-de-Lanoraie","4","2",2850,1242,1204,2576,2576,1136,1086,"2.8942","0","0","0","24",,
"0847","2021S05100847","Saint-Jovite","4","2",6206,3626,3088,5515,5744,3136,2733,"11.4083","1","0","0","24",,
"0849","2021S05100849","Saint-Marc-des-Carrières","4","2",2005,963,927,2134,2134,982,925,"2.6086","0","0","0","24",,
"0850","2021S05100850","Saint-Michel-des-Saints","4","2",1106,579,526,1131,1131,551,510,"1.7637","0","0","0","24",,
"0852","2021S05100852","Saint-Pacôme","4","2",1145,410,388,,940,391,372,"1.162","1","0","0","24",,
"0854","2021S05100854","Saint-Pascal","4","2",2534,1162,1116,2471,2471,1176,1117,"3.3517","0","0","0","24",,
"0855","2021S05100855","Saint-Pie","4","2",3189,1352,1311,2980,2980,1297,1236,"2.4884","0","0","0","24",,
"0857","2021S05100857","Saint-Prosper","4","2",2006,940,922,2319,2319,1018,987,"2.2348","0","0","0","24",,
"0858","2021S05100858","Saint-Raphaël","4","2",1093,508,487,1113,1113,487,464,"1.0785","0","0","0","24",,
"0859","2021S05100859","Saint-Raymond","4","2",3057,1579,1467,3227,3242,1569,1483,"4.3724","1","0","0","24",,
"0861","2021S05100861","Saint-Rémi","4","2",7025,3065,2986,6891,6891,3036,2914,"4.0076","0","0","0","24",,
"0863","2021S05100863","Saint-Sauveur-des-Monts","4","2",8854,5635,4786,7849,7849,5290,4114,"10.059","0","0","0","24",,
"0866","2021S05100866","Saint-Tite","4","2",2190,1315,1201,2381,2381,1297,1202,"2.6885","0","0","0","24",,
"0871","2021S05100871","Stayner","4","2",4699,1864,1806,4029,4258,1673,1632,"4.8286","1","0","0","35",,
"0872","2021S05100872","Ste. Anne","4","2",2891,1204,1151,2114,2114,822,797,"4.1361","0","0","0","46",,
"0874","2021S05100874","Sainte-Adèle","4","2",6019,3495,3141,5786,5894,3436,2958,"9.0961","1","0","0","24",,
"0876","2021S05100876","Sainte-Anne-des-Monts","4","2",3370,1924,1750,3277,3576,1883,1741,"6.4284","1","0","0","24",,
"0877","2021S05100877","Sainte-Claire","4","2",2226,1064,1024,2389,2389,1076,1039,"1.797","0","0","0","24",,
"0878","2021S05100878","Sainte-Croix","4","2",1424,715,650,1401,1401,698,634,"2.2935","0","0","0","24",,
"0881","2021S05100881","Sainte-Madeleine","4","2",1989,886,863,1959,1959,877,831,"2.3849","0","0","0","24",,
"0882","2021S05100882","Sainte-Marie","1","2",10716,4614,4519,11083,11220,4890,4721,"10.6506","1","0","0","24",,"423"
"0883","2021S05100883","Sainte-Martine","4","2",4412,1928,1891,3931,3931,1722,1683,"3.4849","0","0","0","24",,
"0885","2021S05100885","Sainte-Thècle","4","2",1302,685,636,1333,1375,726,662,"2.287","1","0","0","24",,
"0887","2021S05100887","Steinbach","1","2",17589,7004,6751,14753,15790,6286,6012,"17.8027","1","0","0","46",,"605"
"0888","2021S05100888","Stephenville","4","2",7344,3685,3488,7114,7271,3581,3376,"15.4762","1","0","0","10",,
"0889","2021S05100889","Stephenville Crossing","4","2",1038,517,475,,941,501,461,"1.3977","1","0","0","10",,
"0890","2021S05100890","Stettler","4","2",5595,2513,2328,5862,5872,2578,2389,"7.4609","1","0","0","48",,
"0892","2021S05100892","Stirling","2","2",2074,863,832,2030,2030,852,817,"3.032","0","0","0","35",,"522"
"0894","2021S05100894","Stonewall","4","2",5046,2127,2051,4644,4809,1749,1733,"5.962","1","0","0","46",,
"0895","2021S05100895","Stony Mountain","4","2",2160,507,490,1800,1800,520,506,"1.9881","0","0","0","46",,
"0897","2021S05100897","Stratford","1","3",32878,15237,14599,31053,31094,14142,13688,"23.2971","1","0","0","35",,"553"
"0898","2021S05100898","Strathmore","1","2",13851,5585,5355,13592,13592,5275,5084,"9.464","0","0","0","48",,"826"
"0899","2021S05100899","Strathroy","6","2",16056,6713,6553,14401,14505,5968,5859,"15.2966","1","0","0","35",,"555"
"0901","2021S05100901","Sturgeon Falls","4","2",6939,3336,3197,6798,6916,3278,3142,"6.1479","1","0","0","35",,
"0904","2021S05100904","Sudbury","1","3",92093,44970,41857,88054,88155,44304,40151,"75.7912","1","0","0","35",,"580"
"0905","2021S05100905","Summerside","1","2",14952,6924,6643,13814,13969,6565,6157,"16.9676","1","0","0","11",,"110"
"0907","2021S05100907","Sussex","4","2",5447,2706,2533,5298,5308,2640,2461,"10.6499","1","0","0","13",,
"0908","2021S05100908","Sutton","2","2",8477,3746,3379,7531,7653,3502,3027,"12.5471","1","0","0","35",,"535"
"0910","2021S05100910","Swan Hills","4","2",1191,700,505,1275,1275,698,523,"2.3925","0","0","0","48",,
"0911","2021S05100911","Swan River","4","2",3989,1994,1801,3964,3969,1922,1800,"5.7302","1","0","0","46",,
"0912","2021S05100912","Swift Current","1","2",16304,7682,7038,16022,16264,7521,7039,"14.6855","1","0","0","47",,"720"
"0913","2021S05100913","Cape Breton - Sydney","1","3",30960,15043,14070,29904,30170,14599,13544,"30.9134","1","0","0","12",,"225"
